2025-05-04 03:17:29.270 | INFO | xarxes2025.cli:server:104 - Server xarxes 2025 video streaming
2025-05-04 03:17:29.279 | INFO | xarxes2025.server:initialize_socket:20 - RTSP server listening on 127.0.0.1:4321
2025-05-04 03:17:36.328 | INFO | xarxes2025.cli:client:150 - Client xarxes 2025 video streaming
2025-05-04 03:17:36.333 | INFO | xarxes2025.client:__init__:27 - Initializing RTP Client...
2025-05-04 03:17:36.488 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] RTSP client launched
2025-05-04 03:17:41.883 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] Command: SETUP
2025-05-04 03:17:41.884 | INFO | xarxes2025.server:run:30 - Accepted connection from ('127.0.0.1', 45432)
2025-05-04 03:17:41.885 | INFO | xarxes2025.client:_connect_rtsp_server:73 - Connected to RTSP server at 127.0.0.1:4321
2025-05-04 03:17:41.891 | ERROR | xarxes2025.clienthandler:run:35 - ClientHandler crashed: cannot access local variable 'e' where it is not associated with a value
2025-05-04 03:17:41.892 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] TCP socket closed
2025-05-04 03:17:41.892 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] UDP socket closed
2025-05-04 03:17:41.892 | INFO | xarxes2025.clienthandler:shutdown:179 - Shutting down...
2025-05-04 03:17:59.615 | INFO | xarxes2025.server:run:34 - Server shutdown requested via KeyboardInterrupt
2025-05-04 03:17:59.618 | INFO | xarxes2025.server:shutdown:45 - Server socket closed
2025-05-04 03:19:19.131 | INFO | xarxes2025.cli:server:104 - Server xarxes 2025 video streaming
2025-05-04 03:19:19.134 | INFO | xarxes2025.server:initialize_socket:20 - RTSP server listening on 127.0.0.1:4321
2025-05-04 03:19:23.023 | INFO | xarxes2025.cli:client:150 - Client xarxes 2025 video streaming
2025-05-04 03:19:23.024 | INFO | xarxes2025.client:__init__:27 - Initializing RTP Client...
2025-05-04 03:19:23.150 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] RTSP client launched
2025-05-04 03:19:32.391 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] Command: SETUP
2025-05-04 03:19:32.393 | INFO | xarxes2025.client:_connect_rtsp_server:73 - Connected to RTSP server at 127.0.0.1:4321
2025-05-04 03:19:32.395 | INFO | xarxes2025.server:run:30 - Accepted connection from ('127.0.0.1', 38854)
2025-05-04 03:19:32.397 | ERROR | xarxes2025.clienthandler:run:35 - ClientHandler crashed: cannot access local variable 'e' where it is not associated with a value
2025-05-04 03:19:32.399 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] TCP socket closed
2025-05-04 03:19:32.399 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] UDP socket closed
2025-05-04 03:19:32.399 | INFO | xarxes2025.clienthandler:shutdown:179 - Shutting down...
2025-05-04 03:19:43.698 | INFO | xarxes2025.helpers:log_session:35 - [Session N/A] Command: TEARDOWN
2025-05-04 03:19:43.698 | ERROR | xarxes2025.client:_handle_state:117 - Invalid state transition
2025-05-04 03:19:52.800 | INFO | xarxes2025.server:run:34 - Server shutdown requested via KeyboardInterrupt
2025-05-04 03:19:52.802 | INFO | xarxes2025.server:shutdown:45 - Server socket closed
2025-05-04 04:37:33.200 | INFO | xarxes2025.cli:server:103 - Server xarxes 2025 video streaming
2025-05-04 04:37:33.207 | INFO | xarxes2025.server:initialize_socket:21 - RTSP server listening on 127.0.0.1:4321
2025-05-04 04:37:41.089 | INFO | xarxes2025.cli:client:149 - Client xarxes 2025 video streaming
2025-05-04 04:37:41.091 | INFO | xarxes2025.client:__init__:27 - Initializing RTP Client...
2025-05-04 04:37:47.825 | INFO | xarxes2025.client:_handle_state:93 - [Session N/A] Command: SETUP
2025-05-04 04:37:47.829 | INFO | xarxes2025.client:_connect_rtsp_server:67 - Connected to RTSP server at 127.0.0.1:4321
2025-05-04 04:37:47.829 | INFO | xarxes2025.server:run:31 - Accepted connection from ('127.0.0.1', 60750)
